,title,url,discounted_price,original_price,discount
443,"3.5"" Dual SIM 2-Band Cellphone+ Java - Black P05-N911",https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/35-dual-sim-2-band-cellphone-java-black-p-53425.html,39.26,42.28,7.140000000000001
444,"3.6 "" GPS WiFi JAVA TV FM-передатчик мобильный сотовый телефон PB1-MX10",https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/36-gps-wifi-java-tv-fm-transmitter-mobile-cell-phone-p-9176.html,92.43,99.37,6.98
445,"Transformers Style 1.4"" 2 SIM Mobile Cell Phone with Camera P05-F81",https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/transformers-style-14-2-sim-mobile-cell-phone-with-camera-p-49061.html,35.01,37.61,6.909999999999999
446,"(INEW) I6000 6.5"" FHD IPS Screen MTK6589T Android 4.2.1 Phone P07-I6000",https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/inew-i6000-65-fhd-ips-screen-mtk6589t-android-421-phone-p-97988.html,269.99,289.99,6.9
447,Black Folding Knife Mini Pocket Knife Portable Camping Key Ring STH-408699,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/black-folding-knife-mini-pocket-knife-portable-camping-key-ring-p-152545.html,2.09,2.24,6.7
448,"(UMI) X2 5.0"" IPS FHD MTK6589T 1.5GHz 4-Core Android 4.2.1 Phone P07-UMX2T",https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/umi-x2-50-ips-fhd-mtk6589t-15ghz-4-core-android-421-phone-p-114556.html,279.99,299.99,6.67
449,"Смартфон(VOTO) X2 5.0"" IPS FHD MTK6589T Android 4.2 Bluetooth 4. P07-VTX2J",https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/voto-x2-50-ips-fhd-mtk6589t-android-42-bluetooth-40-phone-p-106836.html,279.99,299.99,6.67
450,L-Line Magnetic Charging Cable 90 Degree LED Cable for iPhone EPACB-559659,https://web.archive.org/web/20190225123327/https:/www.tinydeal.com/l-line-magnetic-charging-cable-90-degree-led-cable-for-iphone-p-178373.html,5.81,6.22,6.59
451,"(GD IPPO) Q8 7"" A23 Dual-core 4GB Tablet w/ WiFi OTG CPU 1.5GHz ETC-267701",https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/gd-ippo-q8-7-a23-dual-core-4gb-tablet-w-wifi-otg-cpu-15ghz-p-114629.html,65.62,70.24,6.58
452,2pcs Creative Table Side Cup Holder Clip Beverage Keeper KB-510167,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/2pcs-creative-table-side-cup-holder-clip-beverage-keeper-p-158726.html,4.59,4.9,6.329999999999999
453,Casual Duck Down Gore-tex/Water Resistant Purity Puffer Coats NWJ-241921,https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/casual-duck-down-gore-texwater-resistant-purity-puffer-coats-p-107742.html,46.71,49.83,6.260000000000001
454,"(ZOPO) ZP980S 5.0"" FHD Gorilla Glass MTK6589T Android 4.2 Phone P07-ZP980S",https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/zopo-zp980s-50-fhd-gorilla-glass-mtk6589t-android-42-phone-p-108958.html,299.99,319.99,6.25
455,Knit Wool Pouch for iPad 3 the New iPad (Pink) CCA-4670,https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/knit-wool-pouch-for-ipad-3-the-new-ipad-pink-p-4144.html,3.68,3.92,6.12
456,Knit Wool Pouch for iPad 3 the New iPad (Pink) CCA-4670,https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/knit-wool-pouch-for-ipad-3-the-new-ipad-pink-p-4144.html,3.68,3.92,6.12
457,"(IPPO) F9 9"" Android 4.1 MTK8377 два-ядра 3G фаблет L-219069",https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/ippo-f9-9-android-41-mtk8377-dual-core-3g-tablet-phone-p-101241.html,162.49,172.66,5.89
458,Cool Cartoon Sakuragi Hanamichi Figure Doll FTY-250501,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/cool-cartoon-sakuragi-hanamichi-figure-doll-p-110542.html,24.59,26.08,5.71
459,"Планшет 7"" Android 4.1 4 ГБ Wi-Fi Камера CPU 1.2 ГГц  L-162947",https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/7-android-41-4gb-tablet-pc-w-wifi-camera-cpu-12ghz-blue-p-85536.html,60.99,64.6,5.59
460,ESCAM QF002 Wi-Fi 720P IP Security Camera with Night Vision IR Cut SCM-496272,https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/escam-qf002-wi-fi-720p-ip-security-camera-with-night-vision-ir-cut-p-157941.html,36.41,38.53,5.5
461,"(PLOYER) MOMO8 8"" Multi-touch Android 4.0 8GB Tablet PC L-84199",https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/ployer-momo8-8-multi-touch-android-40-8gb-tablet-pc-p-56952.html,120.99,127.87,5.38
462,Chic Quartz Wristwatch with Alloy Band for Woman WWM-206686,https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/chic-quartz-wristwatch-with-alloy-band-for-woman-p-97714.html,8.49,8.95,5.140000000000001
463,"2.05"" QWERTY 3 SIM Vodafone FM + TV Cell Phone P01-F70K",https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/205-qwerty-3-sim-vodafone-fm-tv-cell-phone-p-25474.html,37.88,39.88,5.0200000000000005
464,"NO.1 A9 2.4"" Flashlight 4800mAh Battery IP67 Waterproof Rugged Phone P080-NOA9",https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/no1-a9-24-flashlight-4800mah-battery-ip67-waterproof-rugged-phone-p-156638.html,36.19,38.1,5.01
465,"4.3"" Double Rocker 4GB Game Console with AV-Out/Camera –  Black GM5-256536",https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/43-double-rocker-4gb-game-console-with-av-outcamera-–-black-p-112780.html,37.9,39.89,4.99
466,(GILLETTE) 4pcs Replacement Blades Razor Heads HLI-156467,https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/gillette-4pcs-replacement-blades-razor-heads-p-83292.html,13.07,13.75,4.95
467,"(PIPO) M8HD WiFi Version 10.1"" Android 4.2.2 16GB RK3188 Tablet  L-255870",https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/pipo-m8hd-wifi-version-101-android-422-16gb-rk3188-tablet-p-112669.html,256.69,269.99,4.93
468,3 Band 2 SIM 2 Standby FM Torch Arabic Mobile Cell Phone P05-6233,https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/3-band-2-sim-2-standby-fm-torch-arabic-mobile-cell-phone-p-14308.html,41.97,44.04,4.7
469,"2.2"" 3 SIM 3 Standby TV FM QWERTY Mobile Cell Phone P01-F31",https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/22-3-sim-3-standby-tv-fm-qwerty-mobile-cell-phone-p-31758.html,43.25,45.29,4.5
470,"LETV LE MAX 2 MSM8996 5.7"" 2K 4GB RAM 32GB ROM Android 6.0 4G Phone P081-LEMAX2",https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/letv-le-max-2-msm8996-57-2k-4gb-ram-32gb-rom-android-60-4g-phone-p-161827.html,217.95,227.86,4.35
471,"7"" Ёмкостный экран Android 4.0 2G фаблет с WiFi и CPU 1.2GHz L-186741",https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/7-capacitive-screen-android-40-2g-phablet-w-wifi-cpu-12ghz-p-92285.html,75.25,78.51,4.15
472,"Телефон (CUBOT) T9 5"" IPS FHD MTK6589T Android 4.2.1 4-ядерный 3 P07-CUT9",https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/cubot-t9-5-ips-fhd-mtk6589t-android-421-quad-core-3g-phone-p-107635.html,249.99,259.99,3.85
473,OLED SPO2 Oxygen Monitor Fingertip Pulse Oximeter BKH-510096,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/oled-spo2-oxygen-monitor-fingertip-pulse-oximeter-p-158793.html,13.3,13.83,3.83
474,Fashion Rubber Ladies' Quartz Wristwatch WWM-192830,https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/fashion-rubber-ladies-quartz-wristwatch-p-94181.html,3.89,4.04,3.71
475,Women's PU Leather Quartz Bracelet Watch Wristlet w/ Rivet Decor WWM-153114,https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/womens-pu-leather-quartz-bracelet-watch-wristlet-w-rivet-decor-p-81774.html,5.22,5.42,3.6900000000000004
476,Women's PU Leather Quartz Bracelet Watch Wristlet w/ Rivet Decor WWM-153114,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/womens-pu-leather-quartz-bracelet-watch-wristlet-w-rivet-decor-p-81774.html,5.24,5.44,3.6799999999999997
477,"Телефон (ZOPO) ZPC3 5.0"" FHD MTK6589T Android 4.2.1 3G  P05-ZPC3",https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/zopo-zpc3-50-fhd-mtk6589t-android-421-3g-phone-p-102607.html,269.99,279.99,3.5700000000000003
478,Christmas Super Mario Figure Collection Gift Doll FTY-245535,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/christmas-super-mario-figure-collection-gift-doll-p-109280.html,12.39,12.84,3.5000000000000004
479,"(IPPO) Q9 Pro 9"" HD экран Android 4.2.2 A20 2-ядерный 8GB L-216689",https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/ippo-q9-pro-9-hd-screen-android-422-a20-dual-core-8gb-table-p-100918.html,99.99,103.23,3.1399999999999997
480,2pcs Stainless Steel Vacuum Sealed Red Wine Bottle Stopper Spout KB-510170,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/2pcs-stainless-steel-vacuum-sealed-red-wine-bottle-stopper-spout-p-158727.html,3.8,3.92,3.06
481,AXGIO 4.8A Dual-Port Rapid Car Charger for iPhone iPad Samsung E-506371,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/axgio-48a-dual-port-rapid-car-charger-for-iphone-ipad-samsung-p-158881.html,6.16,6.35,2.9899999999999998
482,"(IPPO) C10 Pro 10.1"" IPS 16GB A31s Quad-core 3G Tablet Phone L-251445",https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/ippo-c10-pro-101-ips-16gb-a31s-quad-core-3g-tablet-phone-p-111298.html,222.57,229.3,2.94
483,"(IPPO) C10 Pro 10.1"" IPS 16GB A31s Quad-core 3G Tablet Phone L-251445",https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/ippo-c10-pro-101-ips-16gb-a31s-quad-core-3g-tablet-phone-p-111298.html,221.79,228.49,2.93
484,2 x Standard Magnetic 1M Micro USB Cable Sync/Charge Cable f Samsung KB-510827,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/2-x-standard-magnetic-1m-micro-usb-cable-synccharge-cable-f-samsung-p-158848.html,5.18,5.33,2.81
485,(IK COLOURING) Mechanical Watch w/ Genuine Leather Strap f Men WMN-238561,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/ik-colouring-mechanical-watch-w-genuine-leather-strap-f-men-p-107021.html,54.73,56.11,2.46
486,(IK COLOURING) Mechanical Watch w/ Genuine Leather Strap f Men WMN-238561,https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/ik-colouring-mechanical-watch-w-genuine-leather-strap-f-men-p-107021.html,54.54,55.91,2.45
487,"(IPPO) K7 Pro 7"" Android 4.1 4GB MTK6577 3G Phablet + Sleeve KB-253213",https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/ippo-k7-pro-7-android-41-4gb-mtk6577-3g-phablet-sleeve-p-112246.html,110.38,113.02,2.34
488,Magic Charcoal Blackhead Remover for Girls HCI-76676,https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/magic-charcoal-blackhead-remover-for-girls-p-53602.html,4.21,4.3,2.09
489,"(CUBE) U9GT2 9.7"" IPS Screen Android 4.0 8GB Tablet PC L-84005",https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/cube-u9gt2-97-ips-screen-android-40-8gb-tablet-pc-p-57023.html,191.23,194.88,1.87
490,"Планшет (CUBE) U25GT 7"" Android 4.2.2 8GB RK3168 2-ядерный L-193334",https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/cube-u25gt-7-android-422-8gb-rk3168-dual-core-tablet-pc-p-94782.html,76.11,76.99,1.1400000000000001
491,2pcs Stainless Steel Vacuum Sealed Red Wine Bottle Stopper Spout KB-510170,https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/2pcs-stainless-steel-vacuum-sealed-red-wine-bottle-stopper-spout-p-158727.html,3.73,3.77,1.06
492,"2"" Triple Sim Quad Band Unlocked Mobile Cell Phone P081-Q5I",https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/2-triple-sim-quad-band-unlocked-mobile-cell-phone-p-47298.html,38.15,38.25,0.26
